Player,Team_x,Season,Position_x,Minutes,Goals Added,Base Salary,Guaranteed Compensation
Rob Lovejoy,HOU,2015,W,422,0.05,"$50,000","$50,000"
Benjamin Speas,CLB,2015,W,253,0.04,"$68,355","$68,355"
Blake Smith,MTL,2014,W,61,0.04,"$51,150","$84,900"
Marcus Tracy,SJE,2013,ST,86,0.04,"$46,500","$46,500"
Francis Atuahene,FCD,2019,W,33,0.04,"$135,000","$179,000"
Kofi Sarkodie,HOU,2015,FB,1412,0.04,"$190,000","$235,500"
José Escalante,HOU,2016,W,125,0.04,"$51,500","$51,500"
Matt Polster,CHI,2018,FB,141,0.04,"$109,890","$124,890"
Carlos Cermeño,FCD,2017,DM,362,0.04,"$120,000","$123,000"
Ricardo Pepi,FCD,2019,DM,113,0.04,"$80,000","$113,000"
Marcus Epps,NYRB,2019,W,126,0.04,"$70,250","$74,542"
Shaun Francis,CHI,2013,FB,95,0.04,"$46,500","$46,500"
Daniel Johnson,CHI,2018,FB,292,0.04,"$68,254","$68,254"
Marco Farfan,POR,2019,FB,212,0.04,"$80,250","$80,250"
Pierre Da Silva,ORL,2018,W,58,0.04,"$54,504","$54,504"
Anthony Jackson-Hamel,MTL,2014,W,155,0.04,"$36,504","$36,504"
Sean Okoli,NER,2015,ST,76,0.04,"$50,000","$50,000"
Marlon Hairston,COL,2015,FB,290,0.04,"$80,000","$103,000"
Kip Colvey,COL,2018,FB,218,0.04,"$67,500","$67,500"
Ben McKendry,VAN,2017,CM,97,0.04,"$65,000","$65,000"
Michael Nanchoff,POR,2015,W,41,0.04,"$60,000","$60,000"
Sinisa Ubiparipovic,MTL,2013,ST,11,0.04,"$57,750","$57,750"
Kristinn Steindórsson,CLB,2015,W,723,0.03,"$105,000","$119,438"
Jonas Elmer,TOR,2013,FB,145,0.03,"$125,000","$131,488"
Anthony Arena,HOU,2013,CB,80,0.03,"$35,125","$35,125"
Sam Adekugbe,VAN,2016,FB,125,0.03,"$70,000","$75,000"
Derrick Jones,PHI,2019,CM,67,0.03,"$75,000","$80,900"
Cole Grossman,RSL,2013,CM,179,0.03,"$46,500","$46,500"
Øyvind Alseth,TOR,2017,FB,290,0.03,"$53,004","$53,004"
Tony Taylor,NYC,2015,ST,73,0.03,"$75,000","$84,375"
Diego Martínez,NYC,2016,FB,282,0.03,"$135,000","$135,000"
Daniel Kinumbe,MTL,2019,FB,69,0.03,"$56,250","$60,166"
Anthony Fontana,PHI,2018,AM,124,0.03,"$65,004","$73,422"
Rasmus Schüller,MIN,2017,CM,350,0.03,"$200,004","$225,004"
Kamani Hill,COL,2013,ST,216,0.03,"$46,500","$46,500"
Jaylin Lindsey,SKC,2019,FB,94,0.03,"$75,000","$88,000"
Guly do Prado,CHI,2015,ST,649,0.03,,
Dillon Serna,COL,2013,W,17,0.03,"$46,500","$59,500"
Ayo Akinola,TOR,2018,W,67,0.03,"$54,504","$140,504"
Sam Cruz Garza,SJE,2014,CM,15,0.02,,
Adam Jahn,SJE,2014,ST,202,0.02,"$48,500","$48,500"
Yazid Atouba,CHI,2013,W,71,0.02,"$46,500","$51,500"
Pablo Aránguiz,FCD,2018,W,331,0.02,"$400,000","$460,000"
Zachary Herivaux,NER,2016,DM,52,0.02,"$62,500","$62,500"
Grant Van de Casteele,COL,2014,CB,36,0.02,"$48,500","$60,000"
Modou Jadama,POR,2018,FB,32,0.02,"$54,500","$54,500"
Ashtone Morgan,TOR,2014,FB,176,0.02,"$80,000","$92,000"
Harrison Heath,ORL,2016,DM,237,0.02,"$63,000","$63,000"
Chris McCann,DCU,2019,FB,354,0.02,,
Julian Dunn,TOR,2018,CB,114,0.02,"$54,500","$54,500"
Shandon Hopeau,SEA,2019,ST,41,0.02,,
Shamit Shome,MTL,2017,CM,16,0.02,"$100,000","$128,500"
Billy Schuler,SJE,2014,ST,166,0.02,"$48,500","$48,500"
Vytautas Andriuskevicius,POR,2018,FB,42,0.02,"$250,000","$271,875"
Víctor Cabrera,MTL,2019,CB,1299,0.02,"$150,000","$172,328"
Wan Kuzain,SKC,2018,CM,349,0.02,"$67,500","$67,500"
Sean Okoli,SEA,2014,W,30,0.02,"$48,500","$48,750"
Getterson,FCD,2016,W,170,0.02,"$144,000","$174,500"
Kharlton Belmar,SKC,2017,ST,13,0.02,"$65,004","$65,004"
Collin Fernandez,CHI,2015,ST,11,0.02,"$65,000","$67,000"
Kevin Partida,SJE,2018,FB,311,0.02,"$54,500","$54,500"
Raheem Edwards,TOR,2016,CB,7,0.02,,
Jimmy McLaughlin,PHI,2014,AM,3,0.02,"$66,000","$75,000"
Kyle Bekker,"MTL, FCD",2015,DM,529,0.01,"$61,765","$88,015"
Andrew Jacobson,FCD,2014,DM,615,0.01,"$180,000","$180,000"
Connor Lade,NYRB,2014,FB,25,0.01,"$57,750","$61,963"
Hassan Ndam,NYRB,2017,CB,3,0.01,"$53,004","$53,004"
Philippe Senderos,HOU,2017,CB,171,0.01,"$225,000","$242,500"
Rafael García,LAG,2016,DM,305,0.01,"$75,000","$75,000"
Ethan Finlay,CLB,2013,W,493,0.01,"$47,300","$62,300"
Georges Mukumbilwa,VAN,2019,CM,13,0.01,"$56,250","$56,250"
Daniel Antúnez,CHV,2013,CM,90,0.01,"$65,000","$72,500"
Conor Casey,CLB,2016,CB,51,0.01,"$105,000","$105,000"
Derrick Jones,PHI,2017,DM,783,0.01,"$65,000","$70,900"
Chris Odoi-Atsem,DCU,2018,FB,16,0.01,"$54,500","$59,500"
Chance Myers,SKC,2014,FB,617,0.01,"$160,000","$185,000"
Michael Thomas,TOR,2013,CM,16,0.01,"$57,750","$60,713"
Bright Dike,TOR,2015,ST,32,0.01,,
Dane Kelly,DCU,2018,FB,9,0.01,"$67,500","$69,500"
John Stertzer,RSL,2013,AM,44,0.01,"$46,500","$75,250"
Joseph Greenspan,COL,2016,ST,1,0.01,"$51,500","$52,969"
Omar Holness,RSL,2017,W,291,0.01,"$110,000","$133,500"
Jordi Quintillà,SKC,2016,CM,433,0.01,,
Cameron Porter,SKC,2016,W,45,0.01,"$62,500","$69,750"
Andrew Carleton,ATL,2017,AM,9,0.01,"$65,000","$77,400"
José Villarreal,LAG,2014,W,48,0.01,"$48,825","$50,700"
Taylor Hunter,HOU,2015,FB,97,0.01,"$50,000","$50,000"
Gilbert Fuentes,SJE,2019,W,7,0.01,"$80,000","$92,000"
Hugo Arellano,LAG,2017,CB,362,0.01,"$65,000","$72,375"
Patrick Doody,CHI,2017,FB,674,0.01,"$65,000","$65,000"
Ariel Lassiter,LAG,2015,DM,23,0.01,,
Eduardo Sosa,CLB,2019,ST,365,0.01,"$100,000","$120,200"
Kevin Kratz,ATL,2019,CM,5,0.01,"$210,000","$222,750"
Dylan Remick,SEA,2013,W,30,0.01,"$35,125","$35,125"
Jimmy McLaughlin,PHI,2015,DM,5,0.0,"$60,000","$60,000"
Michael Salazar,HOU,2019,ST,198,0.0,,
Paulo Renato,SJE,2015,CB,396,0.0,"$96,000","$96,000"
Amando Moreno,NYRB,2013,FB,5,0.0,"$35,125","$35,125"
Sebastien Le Toux,DCU,2017,W,815,0.0,,
Ken Tribbett,PHI,2017,DM,9,0.0,"$65,000","$65,000"
Connor Maloney,CLB,2018,FB,33,0.0,"$55,654","$55,654"
David Rocha,HOU,2016,DM,77,0.0,,
Ricky Lopez-Espin,RSL,2018,ST,31,-0.0,"$67,500","$76,250"
Paxton Pomykal,FCD,2017,W,144,-0.0,"$70,000","$75,000"
Jimmy Medranda,SKC,2013,CM,3,-0.0,"$35,125","$35,125"
Jack McBean,LAG,2017,ST,800,-0.0,"$65,625","$65,625"
Thomás Chacón,MIN,2019,W,92,-0.0,"$325,000","$337,000"
Derrick Etienne,NYRB,2016,W,11,-0.0,"$51,500","$56,500"
Reggie Cannon,FCD,2017,W,3,-0.0,"$53,000","$53,000"
Neco Brett,POR,2016,ST,3,-0.0,"$51,504","$51,504"
Coy Craft,FCD,2016,ST,27,-0.0,"$70,000","$87,083"
Eric Ayuk,PHI,2016,W,97,-0.0,"$62,500","$62,500"
Matt Miazga,NYRB,2013,CB,20,-0.0,"$60,000","$66,250"
Taylor Peay,RSL,2018,CB,4,-0.0,"$67,500","$67,500"
Luis Arriaga,RSL,2019,DM,8,-0.0,"$56,250","$56,250"
Damien Perrinelle,NYRB,2014,CB,11,-0.0,"$100,008","$100,008"
Jordan Hamilton,TOR,2014,FB,6,-0.0,"$60,000","$72,500"
Marco Bustos,VAN,2016,W,74,-0.0,"$62,500","$67,350"
Alfonso Ocampo-Chavez,SEA,2019,ST,104,-0.01,"$56,250","$85,750"
Kyle Greig,VAN,2017,AM,8,-0.01,"$65,004","$66,849"
Charlie Davies,PHI,2017,W,32,-0.01,"$108,960","$114,685"
Stefano Bonomo,NYRB,2018,W,6,-0.01,,
Conor Donovan,ORL,2015,CB,14,-0.01,"$80,000","$108,000"
Dan Metzger,NYRB,2017,W,4,-0.01,"$53,004","$53,004"
Victor Mansaray,SEA,2015,ST,44,-0.01,"$50,000","$53,500"
Jared Jeffrey,DCU,2018,AM,4,-0.01,"$114,996","$124,996"
Brian Wright,NER,2019,CM,25,-0.01,"$70,875","$70,875"
Rob Lovejoy,HOU,2016,ST,26,-0.01,"$52,500","$52,500"
Mikey Ambrose,ATL,2019,FB,290,-0.01,"$72,352","$72,352"
Charlie Ward,HOU,2017,DM,51,-0.01,"$53,004","$53,004"
Brandon Allen,MIN,2017,W,17,-0.01,"$65,625","$65,625"
Brenton Griffiths,COL,2013,AM,4,-0.01,"$35,125","$35,125"
Ben Swanson,CLB,2016,DM,23,-0.01,"$70,000","$90,417"
Harold Hanson,POR,2017,W,7,-0.01,,
Michael Seaton,DCU,2013,ST,129,-0.01,"$35,125","$38,125"
Taylor Morgan,TOR,2013,CM,20,-0.01,,
Justin Haak,NYC,2019,W,11,-0.01,"$56,250","$56,250"
Pierre Da Silva,ORL,2017,ST,7,-0.01,"$53,004","$53,004"
Zach Steinberger,HOU,2015,CM,41,-0.01,"$60,000","$76,250"
Reagan Dunk,RSL,2017,FB,187,-0.01,"$53,004","$53,004"
Bruno Miranda,DCU,2018,CM,129,-0.01,"$67,500","$71,976"
Joseph Holland,HOU,2017,W,49,-0.01,"$53,004","$53,004"
Michee Ngalina,PHI,2019,FB,14,-0.01,"$56,250","$56,250"
Jordan Hamilton,TOR,2015,ST,10,-0.01,"$63,000","$75,500"
Michael Nanchoff,POR,2013,FB,15,-0.01,"$46,500","$46,500"
Devon Sandoval,RSL,2016,ST,299,-0.01,"$67,500","$67,500"
Ian Christianson,NYRB,2014,FB,27,-0.01,"$48,825","$48,825"
Matthew Dunn,NYC,2015,FB,60,-0.02,,
Kwame Awuah,NYC,2017,CM,39,-0.02,"$53,004","$53,004"
Daniel Fragoso,CHV,2014,ST,21,-0.02,,
Adam Jahn,CLB,2018,ST,98,-0.02,"$97,500","$97,500"
Kevin Partida,SJE,2019,ST,5,-0.02,"$57,225","$57,225"
Eric Alexander,"MTL, HOU",2016,DM,1511,-0.02,"$165,000","$178,750"
Danny Mwanga,ORL,2015,ST,128,-0.02,"$75,000","$82,500"
Víctor Pérez,CHI,2015,CM,8,-0.02,,
Rob Vincent,DCU,2017,CM,73,-0.02,"$65,633","$65,633"
Anthony Fontana,PHI,2019,AM,171,-0.02,"$70,260","$78,678"
Eric Gehrig,CHI,2016,CB,286,-0.02,"$106,875","$112,708"
Conor Shanosky,DCU,2013,CB,385,-0.02,"$75,000","$89,219"
Pedro Baez,RSL,2016,ST,10,-0.02,"$62,500","$94,325"
Mikey Ambrose,ORL,2016,FB,444,-0.02,"$62,496","$62,496"
Rodney Wallace,SKC,2019,FB,27,-0.02,"$360,000","$360,000"
Alhaji Kamara,DCU,2017,AM,19,-0.02,,
Luis González,FCD,2017,W,19,-0.02,"$65,000","$83,125"
Josh Gardner,SKC,2014,FB,94,-0.02,,
José Leitón,MIN,2017,W,21,-0.02,"$53,004","$68,504"
Ema Twumasi,FCD,2018,W,49,-0.02,"$135,000","$180,900"
Griffin Dorsey,TOR,2019,FB,10,-0.02,"$90,000","$134,000"
Alex Crognale,CLB,2018,CB,116,-0.02,"$95,004","$95,004"
Raymond Lee,PHI,2015,FB,20,-0.02,,
Boyd Okwuonu,RSL,2016,FB,107,-0.02,"$66,000","$86,000"
Chris Albright,PHI,2013,ST,16,-0.02,"$75,000","$75,000"
Aaron Kovar,SEA,2016,W,857,-0.02,"$63,000","$63,200"
James Sands,NYC,2017,DM,28,-0.02,"$53,000","$73,833"
Coy Craft,FCD,2014,ST,12,-0.02,"$48,504","$65,587"
Martin Steuble,SKC,2014,CM,84,-0.02,"$120,000","$120,000"
Rodrigo Pacheco,LAFC,2018,W,26,-0.02,,
Cameron Porter,SKC,2017,ST,27,-0.02,"$65,000","$117,500"
Gilbert Fuentes,SJE,2018,CM,6,-0.02,"$70,000","$82,000"
David Arshakyan,CHI,2017,W,47,-0.02,"$156,000","$178,850"
Raul Mendiola,LAG,2017,AM,55,-0.02,"$65,625","$65,625"
Darrius Barnes,NER,2016,CB,365,-0.02,"$110,000","$116,667"
Kévin Oliveira,SKC,2017,W,25,-0.02,"$65,004","$68,337"
Pablo Pintos,SJE,2014,FB,505,-0.02,"$60,000","$122,500"
Tony Rocha,ORL,2017,W,39,-0.02,"$65,621","$65,621"
Jalen Robinson,DCU,2019,CB,477,-0.02,"$80,004","$80,004"
Tyler Adams,NYRB,2016,DM,48,-0.02,"$65,000","$81,042"
Cristian Cásseres Jr,NYRB,2018,DM,104,-0.03,"$70,000","$108,750"
Chance Myers,POR,2017,FB,46,-0.03,"$125,004","$125,004"
Cédric Hountondji,NYC,2018,W,8,-0.03,"$220,000","$258,333"
Chris Duvall,MTL,2018,FB,1289,-0.03,"$150,000","$150,000"
Emmanuel Appiah,SKC,2016,CM,99,-0.03,"$51,500","$51,500"
Josué Martínez,NYRB,2013,ST,17,-0.03,,
Niki Jackson,COL,2019,ST,53,-0.03,"$57,225","$57,225"
Kyle Fisher,MTL,2016,FB,197,-0.03,"$65,000","$73,375"
Deybi Flores,VAN,2016,DM,49,-0.03,"$62,500","$68,385"
Frédéric Piquionne,POR,2014,DM,26,-0.03,,
Brendan McDonough,VAN,2019,CB,70,-0.03,"$56,250","$56,250"
Victor Arboleda,POR,2018,ST,36,-0.03,"$54,500","$54,500"
Fabinho,PHI,2019,FB,100,-0.03,"$120,000","$120,000"
Tony Rocha,ORL,2016,DM,343,-0.03,"$62,496","$62,496"
Tony Taylor,NYC,2016,W,669,-0.03,"$82,500","$91,875"
Emil Larsen,CLB,2016,W,46,-0.03,,
Jerry Bengtson,NER,2013,ST,1135,-0.03,"$132,000","$138,840"
Rauwshan McKenzie,POR,2013,CB,99,-0.03,"$46,500","$46,500"
Mike Fucito,SJE,2015,ST,11,-0.03,"$60,638","$63,528"
Nazmi Albadawi,CIN,2019,DM,15,-0.03,"$70,250","$70,250"
Jaime Alas,SJE,2013,W,143,-0.03,"$90,000","$91,250"
Jake Nerwinski,VAN,2019,FB,2213,-0.03,"$120,000","$124,125"
Sam Vines,COL,2018,FB,49,-0.03,"$60,000","$61,250"
Vincent Bezecourt,NYRB,2019,AM,493,-0.03,"$70,875","$73,296"
Harrison Heath,ORL,2015,DM,153,-0.03,"$60,000","$60,000"
Ben Spencer,TOR,2017,ST,191,-0.03,"$65,004","$71,554"
Efrain Álvarez,LAG,2019,W,600,-0.03,"$70,872","$75,606"
Deshorn Brown,COL,2015,ST,11,-0.03,,
Tony Taylor,NER,2014,ST,14,-0.03,"$69,996","$79,371"
Brian Carroll,PHI,2016,DM,2254,-0.03,"$120,000","$128,000"
Hérculez Gómez,TOR,2015,W,255,-0.03,"$240,000","$261,000"
Justin Davis,MIN,2017,FB,546,-0.03,"$80,000","$89,750"
Diego Palacios,LAFC,2019,FB,101,-0.04,"$324,000","$348,000"
Hassan Ndam,NYRB,2018,CB,100,-0.04,"$54,504","$54,504"
Lamar Neagle,SEA,2018,W,136,-0.04,"$96,000","$99,000"
Shamit Shome,MTL,2018,CM,283,-0.04,"$100,000","$128,500"
Efraín Juárez,VAN,2018,CM,1272,-0.04,"$525,000","$619,833"
Dominic Oduro,"MTL, SJE",2018,W,116,-0.04,"$330,000","$330,000"
Juan Esteban Ortiz,FCD,2016,DM,194,-0.04,"$160,000","$204,500"
Calum Mallace,LAFC,2018,CM,48,-0.04,"$80,000","$80,000"
Jefferson Mena,NYC,2015,CB,639,-0.04,"$200,000","$211,400"
Luis Bolaños,CHV,2014,W,65,-0.04,"$48,504","$48,504"
Kenny Cooper,MTL,2015,ST,10,-0.04,"$220,000","$285,625"
Kwame Watson-Siriboe,RSL,2013,CB,680,-0.04,"$53,240","$53,240"
Romario Williams,MTL,2015,ST,13,-0.04,"$65,000","$87,000"
Matheus Silva,SJE,2016,CM,160,-0.04,"$52,500","$52,500"
Christopher Wehan,SJE,2018,W,221,-0.04,"$54,492","$57,992"
Juninho Pereira,LAG,2019,DM,20,-0.04,"$150,000","$163,125"
Luke Mishu,DCU,2015,FB,170,-0.04,"$50,000","$50,000"
Jimmy Medranda,SKC,2014,CM,161,-0.04,"$48,504","$48,504"
Michael Farfan,SEA,2016,ST,31,-0.04,"$80,000","$80,000"
Carter Manley,MIN,2018,FB,562,-0.04,"$54,500","$54,500"
Brandon Allen,NYRB,2016,ST,12,-0.04,"$62,500","$62,500"
Fred,PHI,2015,DM,110,-0.04,"$60,000","$60,000"
Boyd Okwuonu,RSL,2015,FB,138,-0.05,"$60,000","$80,000"
Colin Bonner,FCD,2016,ST,27,-0.05,"$51,504","$51,504"
Douglas Martínez,RSL,2019,ST,66,-0.05,"$56,250","$56,250"
Bradford Jamieson,LAG,2014,FB,36,-0.05,"$36,500","$36,500"
Sal Zizzo,ATL,2018,FB,206,-0.05,"$130,000","$130,000"
Tyler Pasher,SKC,2017,W,48,-0.05,"$53,000","$53,000"
Sam Adekugbe,VAN,2015,FB,713,-0.05,"$60,000","$65,000"
David Choinière,MTL,2018,CB,19,-0.05,"$67,500","$67,500"
Josh Pérez,LAFC,2018,ST,28,-0.05,"$54,500","$54,500"
Agustín Jara,FCD,2016,W,27,-0.05,,
Tyrone Mears,MIN,2018,FB,977,-0.05,,
Geoffrey Castillion,NER,2014,ST,19,-0.05,"$276,000","$329,033"
Modou Jadama,POR,2019,FB,101,-0.05,"$70,250","$70,250"
Steven Kinney,CHI,2013,FB,194,-0.05,"$46,500","$46,500"
Corben Bone,PHI,2014,W,22,-0.05,"$48,825","$51,325"
Federico Bravo,NYC,2016,DM,1222,-0.06,"$110,000","$110,000"
Rauwshan McKenzie,POR,2014,CB,541,-0.06,"$48,825","$48,825"
Steve Neumann,NER,2016,W,80,-0.06,"$62,500","$62,500"
Carlo Franco Chueco del Rio,CHV,2013,DM,95,-0.06,,
Julio Cascante,POR,2019,CB,1618,-0.06,"$170,004","$170,004"
Brett Levis,VAN,2019,FB,385,-0.06,"$71,663","$74,163"
Jay Simpson,PHI,2018,ST,194,-0.06,"$580,008","$623,341"
Sambinha,NER,2016,CB,106,-0.06,,
Andrew Carleton,ATL,2019,CM,77,-0.06,"$85,000","$97,400"
Bradlee Baladez,FCD,2013,W,34,-0.06,"$35,125","$36,125"
Stefan Aigner,COL,2018,ST,16,-0.06,,
Jérémy Gagnon-Laparé,MTL,2014,FB,295,-0.06,"$36,504","$40,504"
Marcelo Silva,RSL,2019,CB,1492,-0.06,"$725,004","$776,629"
Richard Eckersley,NYRB,2014,FB,763,-0.06,"$255,000","$373,333"
Yura Movsisyan,CHI,2018,AM,79,-0.06,"$1,850,000","$2,073,750"
Louis Béland-Goyette,MTL,2017,CM,320,-0.06,"$53,000","$54,250"
Jason Hernandez,NYC,2015,CB,2475,-0.07,"$175,000","$185,000"
Tomas Hilliard-Arce,LAG,2018,CB,316,-0.07,"$90,000","$113,125"
Cole Seiler,VAN,2016,FB,198,-0.07,"$51,500","$51,500"
Fifi Baiden,CLB,2014,DM,24,-0.07,"$36,504","$36,504"
Sebastian Lletget,LAG,2017,W,295,-0.07,"$230,000","$242,667"
Tommy McNamara,NYC,2018,CM,411,-0.07,"$200,000","$200,000"
Griffin Yow,DCU,2019,W,69,-0.07,"$70,250","$76,368"
Derrick Jones,PHI,2018,DM,463,-0.07,"$70,000","$75,900"
Jay DeMerit,VAN,2014,CB,1000,-0.07,,
Justin Portillo,RSL,2019,DM,209,-0.07,"$70,250","$70,250"
Emrah Klimenta,LAG,2018,FB,164,-0.07,,
Samuel Inkoom,DCU,2014,W,81,-0.07,"$84,000","$103,875"
Coy Craft,FCD,2017,W,18,-0.07,"$85,000","$102,083"
Jacori Hayes,FCD,2017,DM,100,-0.07,"$65,000","$72,500"
Joseph Greenspan,MIN,2017,CB,255,-0.07,"$65,000","$66,469"
Caleb Calvert,COL,2018,AM,43,-0.07,"$105,000","$105,000"
Phillip Lund,SEA,2013,ST,21,-0.07,"$35,125","$35,125"
Victor Giro,ORL,2017,FB,473,-0.07,"$80,004","$85,317"
Jérémy Gagnon-Laparé,MTL,2015,CM,30,-0.07,"$60,000","$64,000"
Carter Manley,MIN,2019,FB,103,-0.07,"$57,225","$57,225"
Matt Miazga,NYRB,2014,CB,550,-0.07,"$65,000","$71,250"
Yair Arboleda,HOU,2016,W,67,-0.08,"$62,500","$62,500"
Shkëlzen Gashi,COL,2018,ST,938,-0.08,"$1,575,000","$1,668,750"
Warren Creavalle,PHI,2019,CM,443,-0.08,"$162,000","$175,300"
Donnie Smith,NER,2014,W,48,-0.08,"$36,500","$36,500"
Dillon Powers,ORL,2018,W,92,-0.08,"$180,000","$180,000"
Andre Akpan,NYRB,2014,ST,36,-0.08,"$48,500","$51,333"
Abel Aguilar,FCD,2018,DM,154,-0.08,"$272,727","$328,127"
Nosa Igiebor,VAN,2017,DM,78,-0.08,"$65,000","$98,333"
Foster Langsdorf,POR,2019,ST,32,-0.08,"$57,225","$57,225"
Brian Wright,NER,2017,FB,56,-0.08,"$65,000","$83,750"
Eriq Zavaleta,TOR,2016,CB,1359,-0.08,"$93,500","$124,100"
Matt Kassel,PHI,2013,FB,113,-0.08,"$46,500","$46,500"
Kianz Froese,VAN,2014,W,52,-0.08,"$44,004","$48,504"
Edwin Gyasi,FCD,2019,W,106,-0.08,"$570,000","$719,225"
Collin Martin,DCU,2016,CM,102,-0.08,"$75,000","$89,167"
Kristoffer Reaves,FCD,2018,CB,181,-0.08,"$67,500","$67,500"
Greg Cochrane,CHI,2015,FB,357,-0.08,"$60,000","$60,000"
Kevin Ellis,SKC,2013,FB,121,-0.09,"$46,500","$47,250"
Pele van Anholt,LAG,2017,FB,383,-0.09,"$216,000","$216,000"
Adam Moffat,"SEA, HOU",2013,DM,2504,-0.09,"$150,000","$161,608"
Wandrille Lefevre,MTL,2017,CB,123,-0.09,"$95,000","$104,500"
Dejan Jakovic,DCU,2013,CB,1688,-0.09,"$280,000","$303,341"
Aaron Maund,RSL,2013,CB,301,-0.09,"$35,125","$43,458"
Leandro Barrera,SJE,2015,W,173,-0.09,"$60,000","$60,000"
Shaft Brewer,LAFC,2019,FB,103,-0.09,,
Christian Dean,CHI,2018,CB,186,-0.09,"$90,000","$93,125"
José Manuel Rivera Galvan,CHV,2013,CM,310,-0.09,"$116,000","$116,000"
Kamani Hill,COL,2014,W,933,-0.09,"$48,825","$48,825"
Miguel Camargo,NYC,2017,W,217,-0.09,"$100,000","$108,250"
Tate Schmitt,RSL,2019,ST,118,-0.09,"$70,250","$70,250"
Mekeil Williams,COL,2016,FB,1604,-0.1,"$85,000","$90,000"
Erik Palmer-Brown,SKC,2017,CB,718,-0.1,"$75,000","$75,500"
Emanuel Cecchini,SEA,2019,DM,181,-0.1,"$648,000","$789,000"
Daigo Kobayashi,NER,2016,DM,835,-0.1,"$120,000","$132,000"
Omer Damari,NYRB,2016,W,108,-0.11,"$228,500","$228,500"
Zoltán Stieber,DCU,2019,W,359,-0.11,,
Chandler Hoffman,HOU,2015,ST,56,-0.11,"$60,000","$60,000"
London Woodberry,FCD,2013,CB,411,-0.11,"$46,500","$46,500"
Adrián Arregui,MTL,2017,DM,262,-0.11,,
Corben Bone,CIN,2019,AM,212,-0.12,"$70,250","$70,250"
Carlos Lizarazo,FCD,2016,W,203,-0.12,"$62,508","$130,633"
Carlo Chueca,CHV,2013,AM,61,-0.12,"$35,125","$35,125"
Kevin Harbottle,COL,2013,W,289,-0.12,,
Zachary Herivaux,NER,2018,FB,182,-0.12,"$68,906","$83,906"
Ruben Bover,NYRB,2013,W,156,-0.12,"$35,125","$35,125"
Kenny Miller,VAN,2014,AM,684,-0.12,,
Oriol Rosell,SKC,2014,DM,637,-0.12,,
Shawn Barry,RSL,2018,FB,214,-0.12,"$131,250","$131,250"
Danny Mwanga,COL,2014,ST,241,-0.12,"$130,000","$171,250"
Steve Neumann,NER,2015,DM,186,-0.12,"$71,500","$92,750"
Aarón Guillén,FCD,2017,FB,406,-0.12,"$54,075","$54,075"
Romain Gall,CLB,2014,ST,60,-0.13,"$48,504","$51,886"
Marco Farfan,POR,2018,FB,580,-0.13,"$64,500","$64,500"
Giles Barnes,COL,2018,ST,624,-0.13,"$200,000","$200,000"
Marius Obekop,NYRB,2013,W,100,-0.13,"$35,125","$35,125"
Kevin Alston,NER,2013,FB,568,-0.13,"$145,000","$194,000"
Ian Harkes,DCU,2018,CM,389,-0.13,"$104,500","$137,738"
Amadou Dia,SKC,2015,FB,1457,-0.13,"$50,000","$50,000"
James Sands,NYC,2019,CB,1638,-0.13,"$105,000","$105,000"
Maxim Tissot,MTL,2013,FB,348,-0.13,"$35,125","$35,125"
Jay Chapman,TOR,2019,W,610,-0.14,"$120,000","$138,500"
Jalil Anibaba,HOU,2016,FB,2837,-0.14,"$62,500","$62,500"
Chris Schuler,RSL,2017,CB,1144,-0.14,"$127,500","$132,500"
Shaun Wright-Phillips,NYRB,2016,W,158,-0.14,"$100,000","$125,500"
Mark Bloom,ATL,2017,FB,175,-0.14,"$99,225","$106,574"
Dillon Serna,COL,2016,W,330,-0.14,"$66,000","$79,000"
Steven Caldwell,TOR,2015,CB,147,-0.14,,
Alfredo Ortuño,RSL,2018,ST,133,-0.14,,
Juan Carlos Toja,NER,2013,CM,991,-0.14,"$275,000","$295,000"
Miguel Aguilar,DCU,2016,W,122,-0.14,"$63,000","$63,000"
Mikey Ambrose,ATL,2017,FB,314,-0.15,"$65,625","$65,625"
Eric Calvillo,SJE,2019,W,87,-0.15,"$120,000","$136,500"
Ryan Miller,POR,2013,FB,384,-0.15,"$60,000","$65,000"
Muhamed Keita,NYRB,2017,CM,221,-0.15,"$200,012","$256,401"
Aubrey David,FCD,2016,FB,395,-0.15,"$62,508","$83,675"
Akeem Ward,DCU,2019,FB,51,-0.15,,
Ben Newnam,COL,2015,FB,96,-0.15,,
Santiago González,MTL,2014,ST,117,-0.16,"$50,000","$50,000"
Emil Cuello,LAG,2019,AM,248,-0.16,"$70,250","$70,250"
Danilo Acosta,RSL,2018,FB,1003,-0.16,"$100,000","$100,000"
Jacori Hayes,FCD,2019,DM,982,-0.16,"$71,663","$79,163"
Bryan de la Fuente,CHV,2013,W,950,-0.16,"$35,125","$35,125"
Collin Martin,DCU,2013,W,387,-0.17,"$35,125","$49,292"
Ballou Tabla,MTL,2019,W,152,-0.17,"$70,250","$70,250"
Zach Scott,SEA,2013,CB,1597,-0.17,"$50,000","$50,000"
Ronaldo Peña,HOU,2018,W,289,-0.17,"$225,000","$225,000"
Calum Mallace,MTL,2013,W,50,-0.17,"$47,300","$62,300"
Víctor Pineda,CHI,2014,W,68,-0.17,"$60,000","$66,742"
Ronaldo Peña,HOU,2019,ST,186,-0.17,"$250,000","$250,000"
Alex Caskey,SEA,2013,W,471,-0.18,"$46,500","$46,500"
